source,target,label,mt_system,lang
Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.,Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and also deer.,5,gpt4_style,swh
"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.","Zaidi ya tukio la Jumatatu, Carpanedo alishindana katika mbio mbiliza kibinafsi katika Ubingwa.",0,human,swh
"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.","Zaidi ya tukio la Jumatano, Carpanedo alishindana katika mashindano mawili ya kibinafsi katika Mashindano.",2,nllb,swh
The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,Mchanganyiko wa fuwele hizi unalingana na wa zile zinazopatikana kwenye mkojo wa wanyamavipenzi walioathiriwa ikilinganishwa kutumia uchunguzi wa miale isiyoonekana (FTIR).,0,human,swh
The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,Mchanganyiko wa vioo hivi unalingana na ule uliopatikana katika mkojo wa wanyama wa kufugwa walioathiriwa ukilinganishwa na uchunguzi wa infrared spectroscopy (FTIR).,2,nllb,swh
"A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""","Mtu aliyekuwa akifanya kazi karibu na gereji iliyo karibu na eneo la ajali hiyo alisema: ""Kulikuwa na watoto waliokuwa wakisubiri kuvuka barabara na wote walikuwa wakipiga mayowe na kulia.""",0,human,swh
"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.","Mpigaji picha alichukuliwa hadi Kituo cha Matibabu cha Ronald Reagan, ambako baadaye alifariki.",0,human,swh
"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.","The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.",6,claude_style,swh
"In late 2017, Siminoff appeared on shopping television channel QVC.","Baadaye 2017, Siminoff alionekana katika chaneli ya ununuzi ya televisheni QVC.",0,human,swh
"In late 2017, Siminoff appeared on shopping television channel QVC.","In late 2017, Siminoff appeared on shopping television channel QVC.",7,gemini_style,swh
Three more bombs exploded near government buildings in a period of two hours.,Mabomu matatu zaidi yalilipuka karibu na majengo ya serikali katika kipindi cha saa tatu.,0,human,swh
Three more bombs exploded near government buildings in a period of two hours.,Three more bombs exploded near government buildings in a period of two hours.,5,gpt4_style,swh
"When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.","Wakati kundi dogo la vitu vilivyo hai (idadi ndogo) linatenganishwa na idadi kubwa walimotoka (kama wakipita juu ya milima au mto, au wakihamia kwenye kisiwa kigeni hivi kwamba hawawezi kurudi nyuma kwa urahisi) mara nyingi watajipata katika mazingira tofauti na walimokuwa awali.",0,human,swh
"When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.","Wakati kikundi kidogo cha viumbe hai (jamii ndogo) kinatenganishwa na idadi kubwa ya watu waliotoka (kama wakihamia juu ya mlima au mto, au wakihamia kisiwa kipya ili wasiweze kurudi kwa urahisi) mara nyingi wanajikuta katika mazingira tofauti na yale waliyokuwa nayo hapo awali.",2,nllb,swh
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Mitchell Gourley wa Australia alimaliza wa kumi na mmoja katika kitengo cha kusimama cha wanaume cha Super-G. Mshindani wa Cheki Oldrich Jelinek alimaliza wa kumi na sita katika kitengo cha kuketi cha wanaume cha Super-G.,0,human,swh
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Mitchell Gourley wa Australia alimaliza wa kumi na moja katika msimamo wa wanaume Super-G. Mshindani wa Czech Oldrich Jelinek alimaliza wa kumi na sita katika kikao cha wanaume Super-G.,1,google,swh
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Australia Mitchell Gourley kumaliza 11 katika wanaume kusimama Super-G. Czech mshindani Oldrich Jelinek kumaliza 16 katika wanaume kukaa Super-G.,2,nllb,swh
Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,Australia is Mitchell Gourley finished eleventh in the men is standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men is sitting Super-G.,5,gpt4_style,swh
"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","Kama matokeo, watendaji huvuta misokoto ya bangi kwenye jukwaa, na ukumbi wenyewe unawahimiza hadhira kushiriki.",0,human,swh
"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","Kwa sababu hiyo, waigizaji huvuta viungo vya bangi jukwaani, na ukumbi wa michezo wenyewe unawahimiza watazamaji wajiunge nao.",1,google,swh
"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","Matokeo ni kwamba waigizaji huvuta bangi kwenye jukwaa, na ukumbi wa michezo wenyewe unatia moyo wasikilizaji wajiunge nao.",2,nllb,swh
"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.",6,claude_style,swh
"Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.","Kilimo cha kujikimu ni mfumo rahisi, aghalabu wa kikaboni, unaotumia mbegu zilizohifadhiwa na asilia kwa eneo husika, pamoja na mzunguko wa mimea au mbinu mbadala zilizo rahisi ili kuboresha mavuno.",0,human,swh
"The accused are named as Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar and Vishnu Kanjar.","Washtakiwa wanatajwa kamaBaba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar, na Vishnu Kanjar.",0,human,swh
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Makundi ya simba hutenda kama makundi ya mbwa mwitu au mbwa, wanyama ambao kwa kushangaza ni sawa na simba (lakini si paka wengine wakubwa) kitabia, na pia ni hatari kwa mawindo yao.",0,human,swh
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",6,claude_style,swh
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",7,gemini_style,swh
"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Seneta wa sasa na Mke wa Rais wa Ajentina Cristina Fernandez de Kirchner alitangaza uwaniaji wake wa urais jana jioni katika La Plata, mji ulio kilomita 50 (maili 31) kutoka Buenos Aires.",0,human,swh
"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Seneta wa sasa na Bibi wa Kwanza wa Argentina Cristina Fernandez de Kirchner alitangaza uteuzi wake wa urais jana jioni huko La Plata, mji ulio umbali wa kilomita 50 kutoka Buenos Aires.",2,nllb,swh
"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Waimbaji maarufu katika nchi waliwasilisha bhajan, au nyimbo za ibada, kwenye miguu ya Shyam.",0,human,swh
"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Waimbaji mashuhuri kotekote nchini walitoa bhajans, au nyimbo za ibada, kwa miguu ya Shri Shyam.",2,nllb,swh
"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.",6,claude_style,swh
"The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.","Mkurupuko huo umechochea serikali ya India kuchukua hatua kama kuwatuma wawinda nguruwe katika maeneo yaliyoathiriwa sana, na kusambaza maelfu ya mapazia ya mbu na kunyunyiza dawa za kuua wadudu.",0,human,swh
The Great Pyramid at Giza is the only one of the seven wonders that is still standing today.,Piramidi kuu katika Giza ndiyo ya pekee ya maajabu saba ambayo bado inasimama leo.,0,human,swh
The Great Pyramid at Giza is the only one of the seven wonders that is still standing today.,Piramidi Kuu ya Giza ndiyo pekee kati ya maajabu saba ambayo bado inasimama leo.,2,nllb,swh
"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","Katika jaribio la PALM, Zmapp ilitumika kama kidhibiti, kumaanisha wanasayansi waliitumia kama msingi na kulinganisha matibabu mengine matatu nayo.",0,human,swh
"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and also compared the three other treatments to it.",5,gpt4_style,swh
"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.",6,claude_style,swh
Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.,Mtelezaji wa theluji asiyeona vizuri kutoka Poland Maciej Krezel na mwelekezi wake Anna Ogarzynska walimaliza wa kumi na tatu katika Super-G. Jong Seork Park kutoka Korea Kusini alimaliza wa ishirini na nne katika kikundi cha wanaume cha kuketi cha Super-G.,0,human,swh
